uid,Titre en anglais,Titre en Japonais,Editeurs,Numéro de série,Date,Main Category,Sub Category
805621ba-c461-4add-9457-10dbe1bbfa05,ActRaiser,アクトレイザー,エニックス / クインテット / Enix / Quintet,SHVC-AR / SNS-AR-USA,1990-12-16 / 1991-11-01,RPG,Action
ae3ac1cd-31fa-4fff-80ff-d6d5bdb4db50,ActRaiser 2 - Chinmoku heno Seisen,アクトレイザー2 〜沈黙への聖戦〜,エニックス / クインテット / Enix / Quintet,SHVC-A8 / SNS-A8-USA,1993-10-29 / 1993-11-01,RPG,Action
58a20959-4c89-4e56-8a68-de2e7d87fb2b,Advanced Dungeons & Dragons - Eye of the Beholder,AD&D アイ・オブ・ザ・ビホルダー,カプコン / Capcom / TSR,SHVC-IB,1994-03-18,RPG,First Person
93a5cec4-7023-4225-82ef-7c37a2a009ca,Aguri Suzuki no F-1 Super Driving,鈴木亜久里のF-1スーパードライビング,ロジーク（ジー・アミューズメンツ） / LOZC G. Amusements / A. Company,SHVC-GF,1992-07-17,Racing,Formule 1
052a75ae-02f5-430d-87b8-136b6b6e7608,AIII S.V. - A Ressha de Ikou 3 Super Version,A III S.V. A列車で行こう3 スーパーバージョン,パック・イン・ビデオ / アートディンク / Pack-in-Video / Artdink,SHVC-ATGJ-JPN,1995-09-29,Strategy,
d4b2fa13-57c0-4161-b72f-a34e79fbcef6,Air Management - Oozora ni Kakeru,エアーマネジメント 大空に賭ける,光栄 / Koei,SHVC-AL,1992-04-05,Strategy,Management
1cd69bc8-8025-433a-9727-11e61e94079d,Air Management 2 - Koukuu Ou wo Mezase,エアーマネジメントII 航空王をめざせ,光栄 / Koei,SHVC-AG,1993-04-02,Strategy,Management
78e1e5df-74dd-498e-b22a-513d43a4f9d3,Akagawa Jirou Majotachi no Nemuri,魔女たちの眠り 赤川次郎,パック・イン・ビデオ / Pack-in-Video,SHVC-AAMJ-JPN,1995-11-24,Visual Novel,Horror
77b20623-2db2-4d0c-993b-552ac0593a9b,Akazukin Cha Cha,赤ずきんチャチャ,トミー / Tomy,SHVC-ACJJ-JPN,1996-08-09,RPG,
c48ec6b1-01e5-4a24-9a29-e8bb17a39750,Akumajou Dracula,悪魔城ドラキュラ,コナミ / Konami,SHVC-AD,1991-10-31,Platformer,Action
20c4c43b-914a-4ee7-9f56-e799f85859e8,Akumajou Dracula XX,ダブルエックス 悪魔城ドラキュラXX,コナミ / Konami,SHVC-ADZJ-JPN / SNS-ADZE-USA,1995-07-21,Platformer,Action
a3067eec-3b96-4b94-8b10-5ba0ff234cc6,Aladdin,アラジン,カプコン / Capcom,SHVC-RJ / SNS-RJ-USA,1993-11-26 / 1993-01-01,Platformer,
188c0246-0422-4eaf-a23e-8775b82c74aa,Albert Odyssey,アルバートオデッセイ,"サンソフト（サン電子）, 東海エンジニアリング / Sunsoft (Sun Electronics), Tokai Engineering",SHVC-AO,1993-03-05,RPG,
b1c59da1-d391-4cff-ac08-05fc7abea1ec,Albert Odyssey 2 - Jashin no Taidou,アルバートオデッセイ2 邪神の胎動,サンソフト（サン電子） / Sunsoft (Sun Electronics),SHVC-AO2J-JPN,1994-12-22,RPG,
